1015	8024	JCI Industries, Inc	1070285
1015	8741	CANADIAN NATURAL RESOURCES LIMITED	1070826
1015	10143	Kincaid Generation	1072613
1015	10144	Chevron US Products Company	1072381
1015	10151	Tennessee Valley Authority (TVA)	1072383
1015	10154	Philadelphia Energy Solutions Refining & Marketing LLC	1070841
1015	10591	JCI	1072493
1015	13474	Valero McKee Refinery	076C8211
1015	13674	Chevron Products Company	07771256
1015	13676	Chevron Products Company	07771191
1015	15377	Marathon Petroleum	1076007
1015	16121	Pacificorp	1076971/07771484
1015	16705	Phillips 66	077-71205
1015	16710	National Grid	1074561
1015	16714	Diamond Green Diesel LLC	028B0945
1015	17037	Colonial Pipeline Company	1077406 and 1077396
1015	17182	Exxon Mobil	1077407
1015	17308	SUNCOR ENERGY OIL SANDS LIMITED PARTNERSHIP	1070281
1015	17532	Ameren	1077759
1015	18351	Siewert Equipment	1077755
1015	18882	Invista	1077819
1015	19052	Exelon	1065791
1015	19382	Lima Refining Company	1077431/1077432
1015	19655	Lima Refining	1077799
1015	19708	Lima Refining	1077433/1077434
1015	19748	Lima Refining	1077798/1077795
1015	19748	Lima Refining	1077798/1077795
1015	19748	Lima Refining	1077798/1077795
1015	19755	Imperial Oil	1077823
1015	19757	Phillips 66	1061615
1015	21422	CANADIAN NATURAL RESOURCES LIMITED	1055589
1015	21422	CANADIAN NATURAL RESOURCES LIMITED	1055589
1015	21680	Marathon Petroleum	1079547
1015	21687	WRB Refining LP	1079632/1079633
1015	21699	Phillips 66	1079672
1015	21757	Exelon / Fitzpatrick Station	1079636
1015	22022	Valero Texas City Refinery	1079685 / CN0180042
1015	22022	Valero Texas City Refinery	1079685 / CN0180042
1015	22893	Chevron Products	1080720 / 1080869
1015	22999	Phillips 66	1081504
1015	23869	WRB Refining LP	1082652
1015	24086	Lima Refining	1083149
1015	24200	WRB Refining	1083261
1015	24208	Sheel Deer Park Refining	1083281
1015	25854	Chevron US Products Company	1083334
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	3822	Samsung Heavy Industries Co., Ltd	ES34-9
1100	4039	Shell Offshore Inc.	ES40
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4076	Kokosing Industrial Inc.	T803-5
1100	4077	Kokosing Industrial Inc.	S6631-2
1100	4077	Kokosing Industrial Inc.	S6631-2
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685
1100	4152	WRB Refining	T806-7
1100	4158	URS Energy & Constction	E3210-1
1100	5192	Envirolutions	T794-8
1100	5194	Equistar Chemicals	L555-9
1100	5194	Equistar Chemicals	L555-9
1100	5199	Tooles Contracting Group	T800-1
1100	5199	Tooles Contracting Group	T800-1
1100	5199	Tooles Contracting Group	T800-1
1100	5203	Andy J Egan Co Inc.	T811-3 and T823
1100	5203	Andy J Egan Co Inc.	T811-3 and T823
1100	5601	Carter & Verplanck	S6635-6
1100	5601	Carter & Verplanck	S6635-6
1100	7434	Ideal Electric Supply	Taneytown Order: S6651-2 Chesapeake Order: 1245991
1100	7434	Ideal Electric Supply	Taneytown Order: S6651-2 Chesapeake Order: 1245991
1100	7437	Buckeye Partners	E3292
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion
1100	8892	MEGlobal Americas Inc.	L592-3
1100	8892	MEGlobal Americas Inc.	L592-3
1100	8902	Zachry Industrial	L590
1100	8903	Bechtel Infastcture	E3294-5
1100	8904	Zachry Industrial	E3296-8
1100	8904	Zachry Industrial	E3296-8
1100	8904	Zachry Industrial	E3296-8
1100	8904	Zachry Industrial	E3296-8
1100	8905	Bridgetex Pipeline Co.	E3299
1100	8909	Pepper-Lawson	S6723
1100	8909	Pepper-Lawson	S6723
1100	8909	Pepper-Lawson	S6723
1100	8912	Marketlink LLC	E3302
1100	8918	Minera Escondida	E3303
1100	8918	Minera Escondida	E3303
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	8920	Jacobs Engineering Group	ES43-8, E3312-7
1100	9421	Thieneman Constction	S6758
1100	9421	Thieneman Constction	S6758
1100	10502	MEB General Contractors	S6761
1100	10502	MEB General Contractors	S6761
1100	10512	Steve P Rados, Inc	T816
